,tweet_id,timestamp,message,image,name,type,rating,image_recognize,recognized_breed,confidence_level,retweeted,likes
0,892420643555336193,2017-08-01 16:23:56,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut.,https://twitter.com/dog_rates/status/892420643555336193/photo/1,Phineas,,1.3,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,Orange ,0.0970486,8698,39116
1,892177421306343426,2017-08-01 00:17:27,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit.",https://twitter.com/dog_rates/status/892177421306343426/photo/1,Tilly,,1.3,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Chihuahua ,0.323581,6384,33498
2,891815181378084864,2017-07-31 00:18:03,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike.,https://twitter.com/dog_rates/status/891815181378084864/photo/1,Archie,,1.2,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Chihuahua ,0.716012,4241,25247
3,891689557279858688,2017-07-30 15:58:51,This is Darla. She commenced a snooze mid meal.,https://twitter.com/dog_rates/status/891689557279858688/photo/1,Darla,,1.3,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,Paper Towel ,0.17027799999999998,8798,42478
4,891327558926688256,2017-07-29 16:00:24,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such.",https://twitter.com/dog_rates/status/891327558926688256/photo/1,Franklin,,1.2,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,Basset ,0.555712,9577,40637
5,891087950875897856,2017-07-29 00:08:17,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking.,https://twitter.com/dog_rates/status/891087950875897856/photo/1,,,1.3,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,Chesapeake Bay Retriever ,0.425595,3178,20383
6,890971913173991426,2017-07-28 16:27:12,Meet Jax. He enjoys ice cream so much he gets nervous around it.,https://twitter.com/dog_rates/status/890971913173991426/photo/1,Jax,,1.3,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,Appenzeller ,0.34170300000000003,2116,11949
7,890729181411237888,2017-07-28 00:22:40,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy.,https://twitter.com/dog_rates/status/890729181411237888/photo/1,,,1.3,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,Pomeranian ,0.566142,19274,66091
8,890609185150312448,2017-07-27 16:25:51,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet.,https://twitter.com/dog_rates/status/890609185150312448/photo/1,Zoey,,1.3,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,Irish Terrier ,0.487574,4338,27984
9,890240255349198849,2017-07-26 15:59:51,This is Cassie. She is a college pup. Studying international doggo communication and stick theory.,https://twitter.com/dog_rates/status/890240255349198849/photo/1,Cassie,doggo,1.4,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,Pembroke ,0.511319,7566,32203
10,890006608113172480,2017-07-26 00:31:25,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic.,https://twitter.com/dog_rates/status/890006608113172480/photo/1,Koda,,1.3,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed ,0.957979,7476,30870
11,889880896479866881,2017-07-25 16:11:53,This is Bruno. He is a service shark. Only gets out of the water to assist you.,https://twitter.com/dog_rates/status/889880896479866881/photo/1,Bruno,,1.3,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French Bulldog ,0.377417,5061,27997
12,889665388333682689,2017-07-25 01:55:32,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her.,https://twitter.com/dog_rates/status/889665388333682689/photo/1,,puppo,1.3,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke ,0.966327,10258,48366
13,889638837579907072,2017-07-25 00:10:02,This is Ted. He does his best. Sometimes that's not enough. But it's ok.,https://twitter.com/dog_rates/status/889638837579907072/photo/1,Ted,,1.2,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French Bulldog ,0.99165,4632,27393
14,889531135344209921,2017-07-24 17:02:04,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only.,https://twitter.com/dog_rates/status/889531135344209921/photo/1,Stuart,puppo,1.3,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,Golden Retriever ,0.953442,2271,15217
15,889278841981685760,2017-07-24 00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim.,,Oliver,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Whippet ,0.626152,5546,25499
16,888917238123831296,2017-07-23 00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys.,https://twitter.com/dog_rates/status/888917238123831296/photo/1,Jim,,1.2,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden Retriever ,0.714719,4593,29311
17,888804989199671297,2017-07-22 16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it.,https://twitter.com/dog_rates/status/888804989199671297/photo/1,Zeke,,1.3,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden Retriever ,0.46976,4446,25798
18,888554962724278272,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive.,https://twitter.com/dog_rates/status/888554962724278272/photo/1,Ralphus,,1.3,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian Husky ,0.700377,3668,20094
19,888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice.,https://twitter.com/dog_rates/status/888078434458587136/photo/1,Gerald,,1.2,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French Bulldog ,0.995026,3584,21949
20,887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale.,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey,,1.3,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset ,0.821664,5502,30433
21,887517139158093824,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor.,,Such,,1.4,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Limousine ,0.130432,11887,46574
22,887473957103951883,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful.,https://twitter.com/dog_rates/status/887473957103951883/photo/1,Canela,,1.3,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke ,0.809197,18601,69682
23,887343217045368832,2017-07-18 16:08:03,You may not have known you needed to see this today.,,,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican Hairless ,0.330741,10596,33933
24,887101392804085760,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you...,https://twitter.com/dog_rates/status/887101392804085760/photo/1,,,1.2,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed ,0.733942,6077,30803
25,886983233522544640,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup.,https://twitter.com/dog_rates/status/886983233522544640/photo/1,Maya,,1.3,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua ,0.793469,7924,35481
26,886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10,",https://twitter.com/dog_rates/status/886736880519319552/photo/1,Mingus,,1.3,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz ,0.309706,3364,12186
27,886680336477933568,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting.,https://twitter.com/dog_rates/status/886680336477933568/photo/1,Derek,,1.3,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Convertible ,0.738995,4551,22610
28,886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate.,https://twitter.com/dog_rates/status/886366144734445568/photo/1,Roscoe,pupper,1.2,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French Bulldog ,0.999201,3248,21295
29,886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix.,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles,,1.3,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug ,0.943575,6409,28197
30,885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory.,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Jimbo,,1.2,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim Spaniel ,0.972494,6939,32994
31,885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us.,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey,,1.3,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug ,0.369275,6561,36283
32,885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.,https://twitter.com/dog_rates/status/885167619883638784/photo/1,,,1.3,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Malamute ,0.8124819999999999,4459,22122
33,884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful,",https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl,,1.2,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian Greyhound ,0.259916,18879,78204
34,884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere.,https://twitter.com/dog_rates/status/884876753390489601/photo/1,Lola,,1.3,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow ,0.822103,5964,28185
35,884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy.,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,,1.3,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug ,0.5464060000000001,5018,24508
36,884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck.",https://twitter.com/dog_rates/status/884441805382717440/photo/1,,,1.4,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke ,0.993225,5767,27215
37,884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times.,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,doggo,1.2,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German Shepherd ,0.707046,3048,20544
38,883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup.,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah,,1.2,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman ,0.610946,3517,22079
39,883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.",https://twitter.com/dog_rates/status/883482846933004288/photo/1,Bella,,0.5,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden Retriever ,0.943082,10182,46340
40,883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption.,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald,floofer,1.3,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow ,0.987997,3760,22732
41,883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you...",https://twitter.com/dog_rates/status/883117836046086144/photo/1,,,1.3,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Golden Retriever ,0.949562,6805,37531
42,882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second.,https://twitter.com/dog_rates/status/882992080364220416/photo/1,Rusty,,1.3,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo Dog ,0.466778,4021,24139
43,882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink.,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Gus,pupper,1.2,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador Retriever ,0.85005,5016,28555
44,882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go.,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stanley,,1.3,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke ,0.542982,6208,28101
45,882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success.,https://twitter.com/dog_rates/status/882268110199369728/photo/1,Alfy,,1.3,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden Retriever ,0.762211,11834,45332
46,882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired.",https://twitter.com/dog_rates/status/882045870035918850/photo/1,Koko,,1.3,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Web Site ,0.949591,5088,29592
47,881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof.,https://twitter.com/dog_rates/status/881906580714921986/photo/1,Rey,,1.2,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner ,0.291539,3454,24495
48,881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills.,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gary,,1.3,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki ,0.529012,10906,50988
49,881536004380872706,2017-07-02 15:32:16,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af,,,pupper,1.4,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed ,0.281463,16295,49857
50,881268444196462592,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150.,https://twitter.com/dog_rates/status/881268444196462592/photo/1,Elliot,,1.2,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Tusker ,0.473303,5249,23252
51,880935762899988482,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal.,https://twitter.com/dog_rates/status/880935762899988482/photo/1,Louis,,1.3,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Street Sign ,0.251801,2836,17147
52,880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you...,https://twitter.com/dog_rates/status/880872448815771648/photo/1,,,1.2,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke ,0.791416,3908,21483
53,880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success.,https://twitter.com/dog_rates/status/880465832366813184/photo/1,Bella,,1.2,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden Retriever ,0.913255,6411,28755
54,880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac.,https://twitter.com/dog_rates/status/880221127280381952/photo/1,Jesse,,1.2,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua ,0.238525,4329,27316
55,880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho,https://twitter.com/dog_rates/status/880095782870896641/photo/1,,,1.1,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Miniature Pinscher ,0.120298,4444,27843
56,879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance.,https://twitter.com/dog_rates/status/879862464715927552/photo/1,Romeo,,1.3,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Basset ,0.813507,3573,22459
57,879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead.,https://twitter.com/dog_rates/status/879492040517615616/photo/1,Bailey,,1.2,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German Short-haired Pointer ,0.479896,3256,23592
58,879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt.,,Duddles,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English Springer ,0.383404,45094,106801
59,879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide.,https://twitter.com/dog_rates/status/879376492567855104/photo/1,Jack,,1.2,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Tricycle ,0.663601,3177,16901
60,879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably.,https://twitter.com/dog_rates/status/879050749262655488/photo/1,Steven,,1.1,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,Tabby ,0.311861,4826,22780
61,879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere.,https://twitter.com/dog_rates/status/879008229531029506/photo/1,Beau,,1.3,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Vizsla ,0.960513,2748,19106
